customer_id,country,city_cluster,age_group,user_tenure_months,marketing_opt_in,pdpa_contact_ok,rides_30d,food_orders_30d,mart_orders_30d,grabpay_txns_30d,finance_products_count,insurance_products_count,ad_clicks_30d,services_used_count,service_diversity_index,primary_service,superapp_segment,promo_response_rate,weekly_active_days,recency_days,association_strength_score,next_best_service,cross_sell_propensity,churn_risk_score,churn_30d_label,trust_score,monthly_gmv_usd,clv_12m_usd,customer_value_tier,priority_support_flag,rush_hour_share,late_night_share,low_supply_zone_share,tourist_or_new_city_flag,assigned_driver_tier,driver_cancel_rate_seen,avg_eta_promised_min,avg_eta_actual_min,eta_gap_min,failed_booking_rate_90d,complaint_count_90d,refund_delay_days_avg,booking_risk_score,bad_booking_label,auto_reassignment_rate,price_sensitivity_segment,avg_base_fare_usd,avg_surge_multiplier,avg_effective_fare_usd,extreme_surge_exposure_rate,waiting_fee_count_90d,abnormal_charge_flags_90d,proactive_refund_rate,price_elasticity_score,fare_fairness_score,surge_cap_recommendation,recommended_action
GRB100182,Philippines,Cebu,45-54,22,1,1,12,1,0,7,0,1,3,4,0.71,Mobility,Ride Specialist,0.47,4.4,18,0.49,Food,57.1,29.1,0,75.8,78.61,753.36,Low-Value,1,0.11,0.11,0.6,1,Average,0.15,7.5,11.3,3.8,0.15,2,1.7,64.7,1,0.24,Moderately Sensitive,3.79,1.3,5.57,0.09,1,2,0.09,-1.34,83.7,1.8,Monitor with standard nudges
GRB100183,Indonesia,Jakarta,18-24,25,1,1,3,18,1,6,0,1,4,5,0.81,Food,Food Specialist,0.23,6.0,21,0.35,Mobility,50.0,23.5,0,79.2,170.77,1338.98,Mid-Value,1,0.44,0.11,0.47,0,High-Risk,0.25,11.0,19.1,8.1,0.18,7,3.1,63.6,1,0.34,Moderately Sensitive,2.97,1.37,4.86,0.11,2,2,0.21,-0.87,73.5,1.8,Monitor with standard nudges
GRB100184,Indonesia,Jakarta,25-34,19,1,1,6,5,1,2,0,0,3,4,0.65,Mobility,Promo Opportunist,0.69,3.6,10,0.14,GrabPay,44.5,28.4,0,78.2,76.48,633.32,Low-Value,1,0.51,0.0,0.38,0,Average,0.18,7.8,13.3,5.5,0.21,3,1.5,57.7,1,0.26,Highly Sensitive,3.05,1.34,4.64,0.17,2,1,0.07,-1.57,73.5,1.5,Surge cap + fare explanation
GRB100185,Philippines,Cebu,18-24,2,1,1,7,2,1,3,0,0,3,4,0.62,Mobility,Promo Opportunist,0.64,2.0,1,0.34,Food,45.0,4.3,0,87.0,73.04,724.92,Low-Value,1,0.51,0.26,0.42,1,Average,0.18,8.3,12.1,3.8,0.17,5,3.7,51.8,0,0.08,Highly Sensitive,3.66,1.59,6.08,0.21,0,1,0.13,-1.74,76.9,1.5,Surge cap + fare explanation
GRB100186,Vietnam,Hanoi,18-24,18,1,1,23,1,0,5,1,1,3,5,0.86,Mobility,Ride Specialist,0.17,4.8,7,0.42,Food,48.0,23.4,0,85.6,166.46,1325.06,Mid-Value,1,0.52,0.26,0.49,0,Average,0.16,10.2,15.4,5.2,0.19,3,3.9,52.3,0,0.07,Moderately Sensitive,3.4,1.45,6.03,0.17,4,2,0.18,-0.91,61.0,1.8,Monitor with standard nudges
GRB100187,Indonesia,Jakarta,35-44,18,1,1,3,5,1,20,1,1,2,6,0.99,GrabPay,Payments Ecosystem User,0.36,2.7,29,0.48,Mart,49.2,12.7,0,79.5,96.0,1023.32,Mid-Value,1,0.07,0.38,0.63,0,Average,0.15,6.4,9.5,3.1,0.17,4,2.5,46.0,0,0.15,Moderately Sensitive,3.16,1.39,5.45,0.09,2,3,0.19,-1.09,66.2,1.8,Monitor with standard nudges
GRB100188,Singapore,Singapore Fringe,35-44,20,1,1,17,15,7,26,1,0,8,5,0.75,GrabPay,Power User,0.4,7.0,22,0.75,Mart,71.2,17.1,0,84.3,406.44,2967.8,High-Value,1,0.18,0.1,0.34,1,High-Risk,0.23,8.8,14.6,5.8,0.16,4,2.7,59.4,1,0.35,Moderately Sensitive,8.44,1.18,10.61,0.07,1,2,0.15,-1.05,64.0,1.8,Monitor with standard nudges
GRB100189,Vietnam,Hanoi,35-44,16,1,1,1,0,0,3,0,0,2,2,0.34,GrabPay,At-Risk Single-App User,0.23,1.1,64,0.29,GrabPay,51.8,70.0,1,53.8,8.75,106.83,Low-Value,0,0.78,0.22,0.43,0,High-Risk,0.26,11.0,19.3,8.3,0.22,6,4.7,56.7,1,0.44,Moderately Sensitive,3.81,1.38,5.9,0.08,1,2,0.14,-1.14,78.8,1.8,Assign Reliable driver + auto-refund trigger
GRB100190,Malaysia,Kuala Lumpur,45-54,17,1,1,10,10,2,20,1,1,4,6,1.0,GrabPay,Power User,0.3,6.5,7,0.68,Mart,67.1,1.0,0,73.1,197.6,1804.83,High-Value,1,0.23,0.22,0.44,0,High-Risk,0.2,9.1,11.5,2.4,0.22,2,0.4,47.0,0,0.16,Moderately Sensitive,3.78,1.25,5.63,0.09,1,3,0.18,-0.96,78.3,1.8,Monitor with standard nudges
GRB100191,Cambodia,Phnom Penh,35-44,22,0,0,11,0,0,4,0,0,4,2,0.37,Mobility,Ride Specialist,0.04,3.4,27,0.18,Food,32.7,38.1,0,65.7,61.69,413.46,Low-Value,0,0.53,0.15,0.56,1,Average,0.17,10.5,18.0,7.5,0.16,5,5.2,47.9,0,0.08,Moderately Sensitive,3.08,1.45,5.12,0.3,1,2,0.25,-1.11,67.4,1.8,Monitor with standard nudges
GRB100192,Malaysia,Penang,35-44,27,1,1,3,3,1,3,1,1,0,6,1.0,Finance,At-Risk Single-App User,0.2,1.9,35,0.21,GrabPay,45.5,25.9,0,79.0,65.37,779.6,Low-Value,1,0.3,0.27,0.35,0,Average,0.12,7.8,12.8,5.0,0.1,5,5.7,53.5,0,0.13,Highly Sensitive,4.2,1.31,6.15,0.21,1,2,0.19,-1.71,70.7,1.5,Surge cap + fare explanation
GRB100193,Singapore,Singapore Fringe,18-24,19,1,1,21,1,1,7,0,0,1,4,0.65,Mobility,Ride Specialist,0.38,5.8,1,0.39,Food,49.7,1.0,0,89.4,274.64,2216.53,High-Value,1,0.43,0.32,0.23,0,Reliable,0.12,6.7,8.8,2.1,0.12,2,0.0,35.7,0,0.13,Moderately Sensitive,8.55,1.34,11.9,0.06,3,0,0.03,-1.09,75.2,1.8,Monitor with standard nudges
GRB100194,Philippines,Davao,25-34,17,1,1,2,22,5,5,1,0,3,5,0.91,Food,Food Specialist,0.26,7.0,12,0.39,Mobility,46.9,17.8,0,74.9,270.24,2075.79,High-Value,1,0.31,0.22,0.62,0,Average,0.17,9.2,15.7,6.5,0.2,4,2.8,60.5,1,0.24,Convenience-First,3.62,1.41,5.51,0.21,1,1,0.09,-0.54,71.3,2.2,Monitor with standard nudges
GRB100195,Malaysia,Penang,35-44,23,1,1,4,18,3,4,1,1,3,6,1.0,Food,Food Specialist,0.21,6.8,22,0.38,Mobility,46.2,1.0,0,92.8,216.39,1983.21,High-Value,1,0.52,0.15,0.18,0,Reliable,0.06,6.9,9.0,2.1,0.12,1,1.1,45.1,0,0.1,Convenience-First,4.18,1.34,5.85,0.1,0,1,0.08,-0.46,87.1,2.2,Monitor with standard nudges
GRB100196,Malaysia,Kuala Lumpur,45-54,2,1,1,8,0,0,4,1,1,1,4,0.7,Mobility,Ride Specialist,0.32,5.0,31,0.17,Food,30.7,51.8,0,83.8,72.65,619.1,Low-Value,1,0.44,0.14,0.44,1,Average,0.14,9.5,14.0,4.5,0.15,3,2.3,55.0,1,0.28,Highly Sensitive,3.85,1.31,5.99,0.07,3,2,0.15,-1.62,73.3,1.5,Surge cap + fare explanation
GRB100197,Thailand,Pattaya,18-24,27,1,1,8,8,0,2,0,0,5,3,0.48,Mobility,Promo Opportunist,0.58,4.0,5,0.21,GrabPay,41.9,21.7,0,84.4,87.67,720.86,Low-Value,0,0.34,0.07,0.4,0,Average,0.11,9.2,12.5,3.3,0.14,5,2.8,51.9,0,0.06,Highly Sensitive,3.81,1.32,5.57,0.13,2,1,0.11,-1.43,73.9,1.5,Surge cap + fare explanation
GRB100198,Philippines,Cebu,25-34,22,1,1,3,4,1,2,0,0,2,4,0.69,Food,At-Risk Single-App User,0.26,3.0,40,0.33,Mobility,35.0,34.2,0,74.8,49.65,449.21,Low-Value,1,0.23,0.08,0.48,0,High-Risk,0.21,9.9,18.0,8.1,0.21,3,3.4,52.9,0,0.22,Moderately Sensitive,3.48,1.32,5.39,0.2,2,2,0.17,-1.0,60.1,1.8,Monitor with standard nudges
GRB100199,Malaysia,Kuala Lumpur,35-44,22,0,0,0,1,0,1,0,0,1,2,0.28,Food,At-Risk Single-App User,0.24,2.1,48,0.33,Mobility,39.4,50.7,0,72.3,6.59,95.34,Low-Value,0,0.47,0.11,0.52,0,Average,0.19,9.9,14.1,4.2,0.15,2,2.1,61.9,1,0.33,Highly Sensitive,4.09,1.27,5.45,0.13,0,1,0.06,-1.48,82.8,1.5,Surge cap + fare explanation
GRB100200,Indonesia,Surabaya,18-24,33,0,0,21,2,1,7,1,0,4,5,0.81,Mobility,Ride Specialist,0.09,6.3,7,0.31,Food,37.0,1.0,0,85.6,134.75,1242.89,Mid-Value,1,0.2,0.1,0.42,0,Average,0.19,8.9,12.7,3.8,0.14,5,2.3,51.1,0,0.1,Moderately Sensitive,2.78,1.29,3.89,0.08,2,0,0.04,-0.92,80.5,1.8,Monitor with standard nudges
GRB100201,Philippines,Metro Manila,25-34,2,1,1,4,23,2,2,1,1,5,6,0.95,Food,Food Specialist,0.23,6.8,22,0.41,Mobility,56.8,35.4,0,75.4,188.9,1467.08,Mid-Value,1,0.5,0.23,0.46,1,High-Risk,0.27,9.0,17.7,8.7,0.2,5,3.1,67.9,1,0.4,Moderately Sensitive,3.69,1.32,6.07,0.17,3,3,0.23,-0.88,56.2,1.8,Monitor with standard nudges
GRB100202,Myanmar,Yangon,45-54,2,1,1,17,0,0,5,1,0,1,3,0.48,Mobility,Ride Specialist,0.31,3.4,26,0.29,Food,32.7,65.7,1,74.2,122.0,826.2,Low-Value,0,0.89,0.32,0.6,1,Average,0.21,11.0,17.7,6.7,0.18,6,4.1,70.9,1,0.29,Moderately Sensitive,2.81,1.61,5.72,0.2,3,3,0.19,-0.97,59.6,1.8,Retention offer on primary service
GRB100203,Indonesia,Surabaya,35-44,25,1,1,8,1,1,2,1,0,2,5,0.88,Mobility,Ride Specialist,0.38,3.0,15,0.28,Food,55.5,14.1,0,81.8,69.8,747.55,Low-Value,1,0.66,0.07,0.51,0,Average,0.17,10.7,15.3,4.6,0.19,3,1.4,44.4,0,0.02,Moderately Sensitive,3.1,1.39,4.71,0.14,1,1,0.12,-1.02,71.0,1.8,Monitor with standard nudges
GRB100204,Malaysia,Johor Bahru,25-34,22,1,1,15,3,1,4,1,1,2,6,0.98,Mobility,Ride Specialist,0.4,4.2,5,0.47,Food,44.4,7.2,0,91.4,149.38,1382.12,Mid-Value,1,0.55,0.21,0.34,0,Average,0.14,8.5,14.6,6.1,0.15,3,0.9,47.8,0,0.1,Highly Sensitive,4.04,1.48,6.43,0.19,3,0,0.05,-1.49,73.8,1.5,Surge cap + fare explanation
GRB100205,Singapore,Singapore Fringe,45-54,24,1,1,2,3,0,19,2,0,2,4,0.7,GrabPay,Payments Ecosystem User,0.25,0.8,10,0.28,Mart,37.8,1.0,0,89.6,113.31,1181.58,Mid-Value,1,0.4,0.06,0.18,0,Reliable,0.11,7.8,12.8,5.0,0.1,2,4.2,49.8,0,0.04,Moderately Sensitive,10.67,1.19,12.7,0.06,0,0,0.0,-1.23,83.3,1.8,Monitor with standard nudges
GRB100206,Malaysia,Johor Bahru,25-34,17,0,0,3,1,0,2,1,1,2,5,0.89,Finance,At-Risk Single-App User,0.25,1.5,38,0.25,GrabPay,21.9,21.5,0,91.0,43.11,578.56,Low-Value,1,0.07,0.14,0.31,0,Average,0.12,5.7,9.5,3.8,0.04,2,1.6,24.1,0,0.06,Highly Sensitive,3.36,1.18,4.52,0.04,2,1,0.09,-1.73,76.7,1.5,Surge cap + fare explanation
GRB100207,Singapore,Singapore Fringe,45-54,29,1,1,9,7,1,5,0,0,4,4,0.67,Mobility,Promo Opportunist,0.56,3.9,10,0.42,Finance,58.7,8.2,0,78.6,159.16,1307.47,Mid-Value,1,0.18,0.1,0.41,0,Average,0.18,6.8,10.5,3.7,0.23,2,2.1,54.8,0,0.17,Moderately Sensitive,8.14,1.27,10.64,0.1,2,0,0.0,-1.16,82.9,1.8,Monitor with standard nudges
GRB100208,Vietnam,Ho Chi Minh City,25-34,32,0,0,1,21,5,3,1,1,4,6,1.0,Food,Food Specialist,0.33,7.0,5,0.44,Mobility,40.9,1.0,0,85.8,268.56,2333.13,High-Value,1,0.65,0.25,0.47,0,Average,0.21,10.6,16.0,5.4,0.17,4,2.5,54.3,0,0.07,Convenience-First,3.22,1.44,5.18,0.2,2,1,0.13,-0.57,72.8,2.2,Monitor with standard nudges
GRB100209,Singapore,Singapore Core,35-44,27,1,1,0,18,1,7,0,1,1,4,0.69,Food,Food Specialist,0.21,5.9,16,0.49,Mobility,51.2,8.2,0,80.7,143.9,1283.42,Mid-Value,1,0.28,0.1,0.35,0,Average,0.1,8.8,14.2,5.4,0.17,4,3.4,61.5,1,0.23,Convenience-First,10.08,1.31,13.35,0.13,1,0,0.05,-0.42,83.3,2.2,Monitor with standard nudges
GRB100210,Indonesia,Bandung,25-34,19,0,0,2,11,5,4,1,0,3,5,0.84,Food,Food Specialist,0.29,4.2,16,0.53,Mobility,36.6,8.5,0,75.8,162.39,1403.4,Mid-Value,1,0.29,0.3,0.46,0,Average,0.15,7.4,11.1,3.7,0.12,2,4.0,33.8,0,0.13,Moderately Sensitive,2.64,1.29,4.61,0.14,3,3,0.25,-1.03,66.5,1.8,Monitor with standard nudges
GRB100211,Vietnam,Ho Chi Minh City,25-34,2,1,0,4,22,2,4,0,1,3,5,0.86,Food,Food Specialist,0.25,6.8,21,0.38,Mobility,30.9,32.3,0,80.5,215.07,1607.46,Mid-Value,1,0.39,0.15,0.41,1,Average,0.14,9.3,13.2,3.9,0.12,2,2.8,58.8,1,0.22,Convenience-First,3.22,1.34,5.22,0.15,1,3,0.22,-0.44,81.6,2.2,Monitor with standard nudges
GRB100212,Thailand,Pattaya,45-54,30,1,1,0,20,2,3,1,1,2,5,0.91,Food,Food Specialist,0.46,4.0,12,0.47,Mobility,59.4,1.0,0,89.6,139.47,1312.9,Mid-Value,1,0.23,0.1,0.57,0,Average,0.15,8.2,10.0,1.8,0.09,0,0.0,34.6,0,0.06,Moderately Sensitive,3.7,1.25,4.63,0.08,0,0,0.0,-1.26,81.8,1.8,Monitor with standard nudges
GRB100213,Malaysia,Johor Bahru,18-24,35,1,1,20,10,5,14,1,0,5,5,0.81,Mobility,Power User,0.35,7.0,1,0.69,Mart,68.6,1.0,0,87.2,293.19,2444.27,High-Value,1,0.2,0.08,0.36,0,Average,0.13,7.6,9.7,2.1,0.14,3,1.2,37.5,0,0.13,Moderately Sensitive,3.97,1.3,6.41,0.14,5,2,0.09,-1.06,65.8,1.8,Monitor with standard nudges
GRB100214,Philippines,Metro Manila,18-24,29,0,0,19,10,7,20,1,1,6,6,0.96,GrabPay,Power User,0.1,7.0,1,0.61,Mart,55.6,1.0,0,87.8,288.18,2559.64,High-Value,1,0.41,0.26,0.47,0,Average,0.23,10.5,14.5,4.0,0.18,2,1.8,41.5,0,0.08,Moderately Sensitive,3.99,1.3,5.74,0.16,2,1,0.07,-1.11,70.2,1.8,Monitor with standard nudges
GRB100215,Vietnam,Da Nang,25-34,12,1,1,3,3,0,22,2,0,2,4,0.63,GrabPay,Payments Ecosystem User,0.26,3.5,7,0.39,Mart,52.5,1.0,0,91.8,103.56,1078.86,Mid-Value,1,0.26,0.29,0.55,0,Average,0.14,9.7,14.0,4.3,0.13,3,2.3,39.9,0,0.02,Convenience-First,3.37,1.45,5.14,0.19,0,1,0.06,-0.47,74.4,2.2,Monitor with standard nudges
GRB100216,Vietnam,Da Nang,35-44,29,0,0,1,15,3,3,1,0,3,5,0.87,Food,Food Specialist,0.24,4.6,10,0.44,Mobility,22.8,27.7,0,80.8,138.99,1233.43,Mid-Value,1,0.29,0.21,0.4,1,Average,0.15,9.0,15.3,6.3,0.11,5,1.5,55.9,1,0.28,Highly Sensitive,2.98,1.3,4.92,0.12,2,3,0.27,-1.73,61.2,1.5,Surge cap + fare explanation
GRB100217,Singapore,Singapore Core,35-44,31,1,1,1,3,2,26,2,1,1,6,1.0,GrabPay,Payments Ecosystem User,0.38,3.8,6,0.4,Mart,43.3,1.0,0,84.1,106.98,1211.86,Mid-Value,1,0.28,0.45,0.26,0,Average,0.16,9.5,15.0,5.5,0.18,5,4.1,42.9,0,0.06,Moderately Sensitive,9.25,1.18,11.76,0.11,4,1,0.12,-1.03,74.3,1.8,Monitor with standard nudges
GRB100218,Singapore,Singapore Core,55+,39,0,0,13,2,1,5,1,0,0,5,0.81,Mobility,Ride Specialist,0.17,3.2,6,0.27,Food,35.0,1.0,0,87.6,213.13,1869.35,High-Value,1,0.51,0.35,0.31,0,Average,0.16,7.8,11.8,4.0,0.18,1,0.8,51.4,0,0.14,Moderately Sensitive,8.2,1.4,12.18,0.13,3,1,0.11,-1.15,66.9,1.8,Monitor with standard nudges
GRB100219,Cambodia,Siem Reap,25-34,12,1,1,0,17,4,3,1,1,2,5,0.75,Food,Food Specialist,0.3,4.5,18,0.38,Mobility,45.5,5.1,0,76.8,148.96,1474.89,Mid-Value,1,0.38,0.14,0.58,0,Average,0.17,8.3,11.6,3.3,0.23,3,4.0,48.6,0,0.06,Convenience-First,2.85,1.31,4.28,0.22,2,1,0.09,-0.58,73.6,2.2,Monitor with standard nudges
GRB100220,Indonesia,Bandung,25-34,20,1,1,11,2,1,2,0,0,2,4,0.64,Mobility,Ride Specialist,0.36,5.0,12,0.33,Food,43.3,7.2,0,68.4,67.73,585.9,Low-Value,1,0.39,0.14,0.5,0,Average,0.14,8.3,14.1,5.8,0.13,4,4.7,41.9,0,0.12,Moderately Sensitive,2.76,1.38,4.3,0.11,0,2,0.15,-0.95,68.4,1.8,Monitor with standard nudges
GRB100221,Indonesia,Jakarta,18-24,30,0,0,10,3,0,3,0,1,1,4,0.69,Mobility,Ride Specialist,0.19,5.8,20,0.28,Food,23.5,30.5,0,80.4,66.33,547.71,Low-Value,1,0.53,0.29,0.65,0,Average,0.19,10.1,16.4,6.3,0.21,4,2.7,55.3,1,0.33,Highly Sensitive,3.03,1.41,4.57,0.17,2,0,0.06,-1.46,74.6,1.5,Surge cap + fare explanation
GRB100222,Indonesia,Surabaya,25-34,23,1,1,21,11,7,13,1,1,7,6,1.0,Mobility,Power User,0.2,7.0,11,0.68,Mart,67.3,1.0,0,86.9,253.88,2216.08,High-Value,1,0.39,0.08,0.51,0,Average,0.17,6.5,10.5,4.0,0.13,1,2.3,47.3,0,0.05,Convenience-First,2.54,1.4,3.96,0.14,1,1,0.11,-0.69,78.8,2.2,Monitor with standard nudges
GRB100223,Vietnam,Ho Chi Minh City,55+,10,1,1,15,6,7,17,2,1,7,6,1.0,GrabPay,Power User,0.23,7.0,7,0.51,Mart,57.9,1.0,0,78.8,228.34,2160.01,High-Value,1,0.37,0.32,0.27,0,Average,0.16,7.6,11.8,4.2,0.14,3,1.3,42.0,0,0.07,Moderately Sensitive,3.27,1.19,4.99,0.16,4,2,0.16,-1.08,78.1,1.8,Monitor with standard nudges
GRB100224,Myanmar,Mandalay,35-44,27,1,1,5,5,1,10,1,1,5,6,0.98,GrabPay,Payments Ecosystem User,0.32,1.5,16,0.44,Mart,53.6,7.1,0,83.0,92.4,954.66,Low-Value,1,0.5,0.22,0.64,0,Average,0.19,9.6,15.7,6.1,0.19,4,3.5,56.5,1,0.28,Convenience-First,2.32,1.51,3.75,0.23,0,1,0.08,-0.72,68.4,2.2,Monitor with standard nudges
GRB100225,Indonesia,Surabaya,35-44,28,1,1,16,2,0,4,1,1,1,5,0.87,Mobility,Ride Specialist,0.4,3.1,16,0.31,Food,41.3,22.5,0,69.0,124.33,1147.94,Mid-Value,1,0.54,0.21,0.48,0,Average,0.2,10.4,14.0,3.6,0.2,6,3.1,53.9,0,0.05,Moderately Sensitive,3.08,1.46,5.15,0.2,1,2,0.23,-1.28,71.2,1.8,Monitor with standard nudges
GRB100226,Cambodia,Phnom Penh,25-34,23,1,1,3,5,0,3,0,0,7,3,0.51,Food,Promo Opportunist,0.75,3.2,26,0.26,Mobility,42.3,37.3,0,68.7,47.95,421.79,Low-Value,0,0.39,0.26,0.58,0,Average,0.19,9.8,14.8,5.0,0.23,4,1.8,62.9,1,0.27,Highly Sensitive,2.62,1.31,4.23,0.11,2,2,0.15,-1.72,69.3,1.5,Surge cap + fare explanation
GRB100227,Singapore,Singapore Fringe,45-54,24,1,1,4,23,1,2,0,0,5,4,0.69,Food,Food Specialist,0.36,6.7,5,0.51,Mobility,47.5,3.8,0,84.4,203.29,1731.17,Mid-Value,1,0.43,0.39,0.33,0,Average,0.16,7.7,15.5,7.8,0.19,6,3.3,54.5,0,0.07,Moderately Sensitive,8.77,1.3,11.85,0.13,3,0,0.07,-0.99,71.9,1.8,Monitor with standard nudges
GRB100228,Thailand,Pattaya,25-34,19,1,1,0,8,5,8,0,0,3,3,0.51,Food,Food Specialist,0.32,3.0,2,0.22,Mobility,43.1,17.1,0,74.0,101.47,846.29,Low-Value,0,0.28,0.2,0.44,0,Average,0.13,9.0,13.3,4.3,0.12,1,1.4,38.1,0,0.07,Moderately Sensitive,4.04,1.32,6.24,0.12,1,3,0.1,-0.99,66.4,1.8,Monitor with standard nudges
GRB100229,Thailand,Pattaya,18-24,38,0,0,2,23,3,1,0,1,3,5,0.85,Food,Food Specialist,0.24,7.0,1,0.4,Mobility,23.5,7.8,0,86.9,169.68,1473.77,Mid-Value,1,0.27,0.22,0.44,0,Average,0.14,9.1,12.3,3.2,0.18,2,1.9,47.2,0,0.08,Highly Sensitive,3.89,1.32,5.43,0.13,2,0,0.06,-1.44,82.9,1.5,Surge cap + fare explanation
GRB100230,Singapore,Singapore Core,25-34,12,1,1,16,3,1,2,0,1,2,5,0.85,Mobility,Ride Specialist,0.25,5.6,18,0.33,Food,36.2,37.1,0,69.7,256.69,1804.4,High-Value,1,0.56,0.36,0.36,0,High-Risk,0.26,8.2,16.5,8.3,0.23,6,4.5,63.8,1,0.38,Highly Sensitive,10.31,1.2,13.73,0.0,4,3,0.23,-1.51,66.3,1.5,Surge cap + fare explanation
GRB100231,Malaysia,Kuala Lumpur,18-24,16,1,1,3,2,0,24,2,1,2,5,0.8,GrabPay,Payments Ecosystem User,0.29,3.4,1,0.44,Mart,51.4,4.4,0,67.7,90.19,1065.47,Mid-Value,1,0.5,0.35,0.34,0,High-Risk,0.26,8.2,15.2,7.0,0.21,6,2.8,47.5,0,0.21,Convenience-First,4.74,1.61,8.92,0.32,2,4,0.28,-0.56,66.1,2.2,Monitor with standard nudges
GRB100232,Indonesia,Jakarta,18-24,22,1,1,0,0,0,2,1,1,0,3,0.51,Finance,At-Risk Single-App User,0.23,1.6,58,0.28,GrabPay,50.6,50.6,0,65.6,21.62,330.48,Low-Value,0,0.5,0.19,0.4,0,High-Risk,0.24,6.6,12.0,5.4,0.19,2,3.9,46.5,0,0.18,Highly Sensitive,2.85,1.39,4.46,0.18,0,2,0.13,-1.63,73.2,1.5,Surge cap + fare explanation
GRB100233,Myanmar,Yangon,18-24,32,1,1,7,4,0,3,0,0,3,3,0.53,Mobility,Promo Opportunist,0.52,4.9,15,0.32,Food,34.9,29.1,0,73.1,75.82,545.53,Low-Value,0,0.47,0.23,0.85,0,Average,0.18,9.9,15.4,5.5,0.2,4,1.6,54.0,0,0.06,Highly Sensitive,2.91,1.53,5.25,0.32,2,2,0.14,-1.69,60.5,1.5,Surge cap + fare explanation
GRB100234,Thailand,Bangkok,25-34,6,1,1,1,16,2,5,0,1,1,5,0.88,Food,Food Specialist,0.33,5.3,14,0.41,Mobility,42.2,20.4,0,72.9,146.89,1191.7,Mid-Value,1,0.43,0.2,0.38,1,Average,0.13,7.8,13.6,5.8,0.19,2,3.8,57.3,1,0.26,Moderately Sensitive,3.43,1.31,5.29,0.19,2,2,0.13,-1.21,67.3,1.8,Monitor with standard nudges
GRB100235,Cambodia,Siem Reap,35-44,8,0,0,8,12,3,22,1,1,8,6,1.0,GrabPay,Power User,0.19,6.0,3,0.49,Mart,43.3,1.0,0,84.9,165.39,1586.53,Mid-Value,1,0.55,0.22,0.59,0,Average,0.15,10.2,14.7,4.5,0.18,3,1.5,46.8,0,0.08,Convenience-First,3.12,1.36,5.19,0.15,3,2,0.16,-0.59,66.9,2.2,Monitor with standard nudges
GRB100236,Philippines,Davao,25-34,2,0,0,1,2,2,20,1,0,4,5,0.79,GrabPay,Payments Ecosystem User,0.24,3.6,16,0.48,Mart,49.9,8.9,0,84.6,89.68,914.39,Low-Value,1,0.59,0.02,0.39,1,Average,0.15,8.3,12.2,3.9,0.14,4,2.9,54.7,0,0.06,Moderately Sensitive,3.56,1.39,5.34,0.22,1,1,0.13,-1.0,77.1,1.8,Monitor with standard nudges
GRB100237,Indonesia,Bandung,25-34,22,1,1,21,1,0,6,0,0,3,3,0.47,Mobility,Ride Specialist,0.34,4.9,1,0.4,Food,52.8,8.8,0,84.5,91.49,685.25,Low-Value,0,0.58,0.0,0.49,0,Average,0.13,9.2,12.3,3.1,0.13,2,1.7,33.5,0,0.09,Moderately Sensitive,2.79,1.31,3.81,0.07,1,0,0.03,-1.07,76.0,1.8,Monitor with standard nudges
GRB100238,Philippines,Metro Manila,55+,10,1,1,10,15,4,27,1,1,3,6,0.98,GrabPay,Power User,0.32,7.0,1,0.65,Mart,66.3,1.0,0,95.7,289.27,2502.98,High-Value,1,0.4,0.07,0.44,0,Average,0.13,7.5,11.3,3.8,0.21,3,2.2,41.0,0,0.01,Convenience-First,3.73,1.42,5.85,0.24,2,1,0.13,-0.18,66.9,2.2,Monitor with standard nudges
GRB100239,Singapore,Singapore Core,35-44,18,1,1,8,2,1,6,0,0,2,4,0.67,Mobility,Ride Specialist,0.34,4.1,1,0.32,Food,46.2,1.0,0,86.3,134.82,1166.35,Mid-Value,1,0.67,0.06,0.27,0,Reliable,0.09,9.2,11.2,2.0,0.13,1,2.7,36.0,0,0.05,Moderately Sensitive,10.04,1.33,13.51,0.11,1,0,0.03,-1.21,79.6,1.8,Monitor with standard nudges
GRB100240,Singapore,Singapore Fringe,25-34,29,1,1,3,2,1,3,1,1,2,6,1.0,Finance,At-Risk Single-App User,0.3,3.1,41,0.19,GrabPay,32.5,17.4,0,86.6,80.37,917.98,Low-Value,1,0.46,0.1,0.39,0,Average,0.13,9.3,12.3,3.0,0.11,1,3.3,39.0,0,0.07,Highly Sensitive,9.67,1.33,12.86,0.08,0,0,0.01,-1.55,86.0,1.5,Surge cap + fare explanation
GRB100241,Philippines,Metro Manila,25-34,15,1,1,6,8,2,3,0,0,6,4,0.62,Food,Promo Opportunist,0.65,5.2,22,0.36,GrabPay,46.7,29.3,0,68.0,100.42,848.41,Low-Value,1,0.53,0.26,0.55,0,High-Risk,0.28,10.3,20.0,9.7,0.24,7,5.1,58.4,1,0.35,Highly Sensitive,3.81,1.35,5.79,0.14,1,2,0.2,-1.86,74.3,1.5,Surge cap + fare explanation
GRB100242,Philippines,Cebu,45-54,25,1,1,7,9,3,3,0,0,3,4,0.62,Food,Promo Opportunist,0.56,7.0,19,0.53,GrabPay,49.9,13.7,0,71.4,114.18,954.76,Low-Value,1,0.47,0.16,0.56,0,Average,0.19,9.7,14.7,5.0,0.18,3,2.1,48.5,0,0.15,Highly Sensitive,3.7,1.45,6.01,0.29,1,2,0.11,-1.7,72.3,1.5,Surge cap + fare explanation
